Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price,Transmission(Speed)
Hyundai,Eon,2018,white,hatchback,48670.0,2,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,350000,5
Hyundai,Creta,2018,red,suv,70015.0,1,5,petrol,55,VTVT Petrol Engine,1591,Automatic,121.3,151.0,15.8,BS V,1213000,6
Maruti Suzuki,Alto K10,2011,silver,hatchback,41517.0,2,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,275000,5
Maruti Suzuki,S-Presso,2021,grey,hatchback,14818.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,533000,5
Honda,City,2017,brown,sedan,46935.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.6,145.0,17.4,BS IV,824000,5
Hyundai,Elite i20,2020,white,hatchback,30590.0,1,5,petrol,40,Kappa VTVT Petrol Engine,1197,Automatic,81.86,117.0,18.6,BS V,805000,5
Hyundai,Creta,2017,black,suv,62805.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1098000,6
Maruti Suzuki,Ciaz,2017,grey,sedan,47123.0,1,5,petrol,43,k14B VVT Engine,1373,Manual,91.1,130.0,20.73,BS IV,795000,5
Maruti Suzuki,Alto K10,2019,silver,hatchback,50437.0,2,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,406000,5
Maruti Suzuki,Dzire,2017,blue,sedan,49930.0,1,5,petrol,37,1.2 Litre Petrol Engine,1696,Automatic,88.5,113.0,24.12,BS V,720000,5
Ford,EcoSport,2016,blue,suv,46485.0,1,5,petrol,52,1.0L Ecoboost (Petrol),1298,Automatic,124.0,170.0,18.9,BS IV,732000,5
Maruti Suzuki,Celerio,2014,white,hatchback,76306.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,406000,5
Hyundai,Elite i20,2015,blue,hatchback,80743.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,622000,5
Hyundai,Elite i20,2018,red,hatchback,54836.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,742000,5
Maruti Suzuki,Dzire,2018,blue,sedan,32170.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,24.12,BS V,699000,5
Toyota,Etios,2011,black,sedan,62193.0,1,5,petrol,45,4 cylinder petrol engine,1496,Manual,80.0,132.0,17.57,BS IV,426000,5
Hyundai,Eon,2012,blue,hatchback,40097.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,284000,5
Honda,Amaze,2015,white,sedan,44188.0,1,5,petrol,35,"4-Cylinder, SOHC i-VTEC",1198,Manual,86.9,109.0,18.0,BS IV,574000,5
Hyundai,Elite i20,2017,red,hatchback,86163.0,2,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,699000,6
Hyundai,Elite i20,2016,red,hatchback,50229.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,605000,5
Maruti Suzuki,S-Cross,2020,blue,suv,20156.0,1,5,petrol,48,K15B Smart Hybrid,1462,Manual,103.25,138.0,18.55,BS IV,1104000,5
Hyundai,i10,2016,silver,hatchback,29122.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,451000,5
Hyundai,Elite i20,2016,white,hatchback,71532.0,2,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Manual,82.0,115.0,18.6,BS IV,633000,5
MG Motors,Hector,2020,white,suv,36581.0,1,5,diesel,60,FWD,1596,Manual,167.68,350.0,17.41,BS IV,1848000,5
MG Motors,Hector,2020,white,suv,36581.0,1,5,diesel,60,FWD,1956,Manual,167.68,350.0,17.41,BS IV,1848000,6
Hyundai,Creta,2016,red,suv,37702.0,2,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,943000,6
Hyundai,Elite i20,2018,red,hatchback,30876.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,709000,5
Volkswagen,Polo,2011,white,hatchback,92227.0,2,5,petrol,45,MPI Petrol Engine,1199,Manual,74.0,110.0,16.2,BS IV,402000,5
Volkswagen,Ameo,2017,grey,sedan,24747.0,1,5,petrol,45,MPI Petrol Engine,1298,Automatic,73.75,110.0,17.0,BS V,646000,5
Hyundai,i10,2013,white,hatchback,26671.0,2,5,petrol,35,4 cylinder inline petrol engine,1086,Manual,68.05,99.04,19.81,BS III,334000,5
Maruti Suzuki,Swift,2013,red,hatchback,84739.0,1,5,diesel,43,DDiS Diesel Engine,1248,Manual,74.0,190.0,22.9,BS IV,496000,5
Volkswagen,Polo,2017,silver,hatchback,90423.0,1,5,diesel,45,TDI Diesel Engine,1498,Manual,88.0,230.0,20.18,BS IV,735000,5
Maruti Suzuki,Ritz,2015,brown,hatchback,40632.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,487000,5
Maruti Suzuki,Ritz,2013,silver,hatchback,59010.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,410000,5
Hyundai,Elite i20,2018,red,hatchback,24732.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,766000,5
Kia,Seltos,2020,red,suv,14077.0,1,5,petrol,50,Smartstream G1.4 T-GDi,1353,Manual,138.0,242.0,16.1,BS IV,1647000,6
Hyundai,Eon,2013,blue,hatchback,19600.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,311000,5
Hyundai,i10,2015,silver,hatchback,25413.0,2,5,petrol,35,4 cylinder inline petrol engine,1197,Manual,68.0,99.08,19.81,BS III,391000,5
Hyundai,Fluidic Verna 4S,2017,silver,sedan,95862.0,1,5,diesel,43,1.6L U2 CRDi VGT 6 Speed Manual Transmission,1582,Manual,126.0,260.0,24.8,BS IV,870000,6
Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,53015.0,2,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,323000,5
Honda,Jazz,2015,maroon,hatchback,63279.0,1,5,petrol,40,1.2 i-VTEC Petrol,1199,Manual,88.51,110.0,16.6,BS IV,598000,5
Hyundai,Xcent,2017,grey,sedan,73591.0,1,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,589000,5
Maruti Suzuki,Celerio,2017,white,hatchback,79503.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,464000,5
Hyundai,Verna,2014,red,sedan,60227.0,1,5,diesel,43,Diesel Engine,1582,Manual,126.0,260.0,21.9,BS III,702000,6
Renault,Kwid,2021,blue,hatchback,5564.0,1,5,petrol,28,0.8L,799,Automatic,53.0,72.0,20.71,BS IV,472000,5
Renault,Kwid,2017,white,hatchback,71696.0,1,5,petrol,28,Petrol Engine,999,Manual,67.0,91.0,23.01,BS V,353000,5
Volkswagen,Polo,2011,black,hatchback,44787.0,2,5,petrol,45,MPI Petrol Engine,1199,Manual,74.0,110.0,16.2,BS IV,402000,5
Hyundai,Creta,2017,red,suv,68295.0,2,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,977000,6
Maruti Suzuki,Alto K10,2016,white,hatchback,38868.0,2,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,358000,5
Maruti Suzuki,Ritz,2012,blue,hatchback,40411.0,1,5,petrol,45,KB Series,1197,Manual,85.0,113.0,18.5,BS IV,399000,5
Hyundai,Elite i20,2020,white,hatchback,17156.0,1,5,petrol,40,Kappa VTVT Petrol Engine,1197,Automatic,81.86,117.0,18.6,BS V,836000,5
Ford,EcoSport,2017,black,suv,12761.0,2,5,petrol,52,1.5L Ti-VCT (Petrol),1499,Manual,110.0,140.0,15.8,BS IV,803000,5
Maruti Suzuki,Alto 800,2021,grey,hatchback,10563.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,410000,5
Hyundai,Elite i20,2018,red,hatchback,13948.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,795000,5
Hyundai,Verna,2019,silver,sedan,6165.0,1,5,petrol,45,VTVT Petrol Engine,1591,Automatic,121.3,151.0,17.0,BS V,1266000,6
Hyundai,i10,2012,red,hatchback,44478.0,2,5,petrol,35,Kappa Petrol Engine,1197,Manual,78.9,111.7,20.36,BS III,343000,5
Hyundai,i10,2011,golden,hatchback,85895.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,362000,5
Datsun,Redi-GO,2017,red,hatchback,42187.0,1,5,petrol,28,0.8L Petrol Engine,799,Manual,53.64,72.0,20.71,BS V,300000,5
Hyundai,Elite i20,2016,blue,hatchback,88795.0,1,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,694000,6
Hyundai,i20,2013,grey,hatchback,45000.0,2,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,82.85,113.7,18.5,BS IV,484000,5
Honda,City,2018,white,sedan,14861.0,1,5,petrol,40,i VTEC Engine,1497,Automatic,117.6,145.0,17.4,BS V,1001000,5
Hyundai,i10,2014,red,hatchback,61455.0,1,5,petrol,35,4 cylinder inline petrol engine,1197,Manual,68.0,99.08,19.81,BS III,384000,5
Honda,WR-V,2019,brown,suv,23697.0,1,5,petrol,40,i-VTEC Petrol engine,1199,Manual,88.5,110.0,16.5,BS IV,858000,5
Maruti Suzuki,Celerio,2017,grey,hatchback,84623.0,1,5,petrol,35,K10B Engine,998,Automatic,67.04,90.0,23.1,BS IV,482000,5
Honda,Jazz,2016,silver,hatchback,36822.0,1,5,petrol,40,i-VTEC Petrol Engine,1199,Automatic,88.7,110.0,18.7,BS V,581000,5
Hyundai,i10,2011,silver,hatchback,49985.0,1,5,petrol,35,4 cylinder inline petrol engine,1197,Manual,68.0,99.08,19.81,BS III,320000,5
Hyundai,Creta,2018,red,suv,25411.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1176000,6
Hyundai,Creta,2019,white,suv,26198.0,1,5,petrol,55,VTVT Petrol Engine,1696,Automatic,121.33,151.0,16.8,BS V,1274000,6
Maruti Suzuki,Alto K10,2016,grey,hatchback,21812.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,362000,5
Renault,Kwid,2020,white,hatchback,15591.0,1,5,petrol,28,Petrol Engine,1298,Automatic,67.0,91.0,22.0,BS IV,489000,5
Honda,City,2015,white,sedan,50821.0,2,5,petrol,40,i VTEC Engine,1497,Manual,117.3,145.0,18.0,BS IV,815000,5
Hyundai,Creta,2017,red,suv,57167.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1064000,6
Hyundai,i10,2014,silver,hatchback,62904.0,1,5,petrol,35,4 cylinder inline petrol engine,1197,Manual,68.0,99.08,19.81,BS III,389000,5
Honda,Jazz,2018,silver,hatchback,13074.0,1,5,petrol,40,1.2 i-VTEC Petrol,1199,Manual,88.51,110.0,16.6,BS IV,715000,5
Ford,EcoSport,2016,grey,suv,96471.0,1,5,diesel,52,1.5L DV5 (Diesel),1498,Manual,99.0,205.0,22.7,BS IV,628000,5
Hyundai,Eon,2015,red,hatchback,40959.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,317000,5
Ford,Figo Aspire,2020,white,sedan,18300.0,1,5,petrol,42,Ti-VCT Petrol Engine,1798,Manual,94.93,119.0,18.5,BS V,729000,5
Maruti Suzuki,Alto K10,2017,grey,hatchback,32419.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,396000,5
Maruti Suzuki,Ertiga,2016,blue,muv,35128.0,1,7,diesel,45,DDiS Diesel Engine,1248,Manual,89.0,200.0,24.52,BS IV,949000,5
Hyundai,i10,2016,grey,hatchback,36707.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,453000,5
Maruti Suzuki,Ertiga,2016,grey,muv,99495.0,1,7,diesel,45,DDiS Diesel Engine,1248,Manual,89.0,200.0,24.52,BS IV,898000,5
Maruti Suzuki,Alto K10,2011,red,hatchback,69077.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,281000,5
Hyundai,Elite i20,2017,grey,hatchback,81673.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,628000,5
Hyundai,Elite i20,2017,blue,hatchback,22127.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,713000,5
Maruti Suzuki,Wagon R 1.0,2011,brown,hatchback,43763.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,338000,5
Maruti Suzuki,Ritz,2014,grey,hatchback,45887.0,2,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,445000,5
Maruti Suzuki,Celerio,2015,red,hatchback,68859.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,447000,5
Hyundai,Elite i20,2017,white,hatchback,24353.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,620000,5
Ford,Figo Aspire,2017,white,sedan,53467.0,1,5,petrol,42,Ti-VCT Petrol Engine,1194,Manual,94.93,119.0,18.5,BS V,524000,5
Hyundai,Verna,2017,silver,sedan,18732.0,1,5,petrol,45,VTVT Petrol Engine,1591,Automatic,121.3,151.0,17.0,BS V,1047000,6
Hyundai,i10,2015,white,hatchback,24631.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,444000,5
Maruti Suzuki,Ertiga,2016,white,muv,54971.0,1,7,diesel,45,DDiS Diesel Engine,1248,Manual,89.0,200.0,24.52,BS IV,906000,5
Maruti Suzuki,S-Presso,2022,white,hatchback,12076.0,1,5,petrol+cng,27,K10B Petrol Engine,998,Manual,58.0,78.0,31.19,BS IV,686000,5
Hyundai,i10,2013,white,hatchback,35425.0,1,5,petrol,35,Kappa Petrol Engine,1197,Manual,78.9,111.7,20.36,BS III,372000,5
Hyundai,Elite i20,2016,silver,hatchback,54734.0,1,5,diesel,45,"16 Valves, 4 Cylinder",1396,Manual,89.0,220.0,22.54,BS IV,684000,6
Maruti Suzuki,Alto K10,2015,silver,hatchback,39807.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,352000,5
Hyundai,i10,2014,grey,hatchback,41667.0,2,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,392000,5
Maruti Suzuki,Ritz,2015,brown,hatchback,28840.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,489000,5
Hyundai,Xcent,2014,blue,sedan,69402.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Automatic,81.0,114.0,16.1,BS IV,551000,4
Honda,Jazz,2017,white,hatchback,53613.0,2,5,petrol,40,1.2 i-VTEC Petrol,1199,Manual,88.51,110.0,17.01,BS IV,688000,7
Kia,Seltos,2019,white,suv,27562.0,1,5,petrol,50,Smartstream G1.4 T-GDi,1353,Manual,138.0,242.0,16.1,BS IV,1549000,6
Honda,Jazz,2018,brown,hatchback,14952.0,1,5,petrol,40,1.2 i-VTEC Petrol,1199,Manual,88.51,110.0,16.6,BS IV,710000,5
Maruti Suzuki,Wagon R 1.0,2011,white,hatchback,71380.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,308000,5
Mahindra,Scorpio,2015,white,suv,44987.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,848000,5
Hyundai,Elite i20,2018,grey,hatchback,34491.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,787000,5
Hyundai,i20 Active,2016,white,crossover,88321.0,1,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,Automatic,82.0,115.0,17.19,BS V,638000,5
Renault,Kwid,2021,brown,hatchback,11275.0,1,5,petrol,28,Petrol Engine,1298,Automatic,67.0,91.0,22.0,BS IV,528000,5
Hyundai,Verna,2013,silver,sedan,84391.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,16.61,BS III,606000,4
Maruti Suzuki,Swift Dzire,2012,red,sedan,93004.0,1,5,petrol,42,K Series VVT Engine,1197,Manual,85.8,114.0,19.1,BS IV,442000,5
Maruti Suzuki,Ciaz,2019,blue,sedan,23861.0,2,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,859000,5
Hyundai,Grand i10,2016,grey,hatchback,43877.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,514000,5
Honda,City,2015,silver,sedan,76926.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.3,145.0,17.8,BS IV,663000,5
Hyundai,Elite i20,2016,blue,hatchback,94389.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,568000,5
Maruti Suzuki,Ritz,2014,silver,hatchback,64291.0,2,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,407000,5
Hyundai,Fluidic Verna 4S,2017,white,sedan,25068.0,1,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,Manual,121.0,158.0,17.4,BS IV,824000,5
Renault,Triber,2020,white,muv,27215.0,1,7,petrol,40,1.0L Petrol Engine,999,Manual,71.0,96.0,20.0,BS IV,739000,5
Hyundai,i20,2014,blue,hatchback,62692.0,2,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,82.85,113.0,18.5,BS IV,485000,5
Hyundai,Verna,2020,grey,sedan,16234.0,1,5,diesel,45,1.5 l U2 CRDi,1493,Manual,113.0,250.0,25.0,BS IV,1464000,6
Hyundai,Elite i20,2018,grey,hatchback,39742.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,691000,5
Maruti Suzuki,Wagon R 1.0,2017,grey,hatchback,27876.0,1,5,petrol,32,K10B Petrol Engine,998,Manual,67.05,90.0,21.79,BS V,512000,5
Hyundai,Elite i20,2017,red,hatchback,51511.0,1,5,diesel,45,U2 CRDI Diesel Engine,1396,Manual,88.73,219.7,22.54,BS IV,788000,6
Maruti Suzuki,Swift,2012,black,hatchback,82049.0,1,5,diesel,43,DDiS Diesel Engine,1248,Manual,74.0,190.0,22.9,BS IV,457000,5
Maruti Suzuki,Dzire,2018,blue,sedan,16257.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,23.26,BS V,755000,5
Mahindra,XUV 300,2020,white,suv,39894.0,1,5,diesel,42,1.5L Turbo Diesel,1497,Manual,115.0,300.0,20.0,BS IV,1277000,6
Maruti Suzuki,Eeco,2018,grey,muv,24630.0,1,5,petrol,40,Aluminium 32 bit,1196,Manual,72.42,98.0,16.11,BS IV,452000,5
Maruti Suzuki,Alto K10,2013,red,hatchback,74834.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,301000,5
Maruti Suzuki,Alto K10,2011,black,hatchback,54857.0,2,5,petrol,35,K10B,998,Manual,67.1,90.0,20.92,BS IV,262000,5
Maruti Suzuki,Alto K10,2013,red,hatchback,59394.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,308000,5
Maruti Suzuki,Ciaz,2020,white,sedan,8617.0,1,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,1023000,5
Ford,Freestyle,2018,red,crossover,29028.0,1,5,petrol,42,1.2 litre Petrol Engine,1298,Automatic,94.93,119.0,18.5,BS IV,635000,5
Maruti Suzuki,Ciaz,2020,grey,sedan,4878.0,1,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,1015000,5
Maruti Suzuki,Alto K10,2011,silver,hatchback,82262.0,2,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,255000,5
Maruti Suzuki,Swift,2011,red,hatchback,56696.0,1,5,petrol,43,In-Line Engine,1197,Manual,85.0,113.0,16.1,BS IV,396000,5
Hyundai,Creta,2016,red,suv,40249.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1011000,6
Hyundai,Elite i20,2015,red,hatchback,29169.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Manual,82.0,115.0,18.6,BS IV,661000,5
Maruti Suzuki,Ritz,2014,red,hatchback,48449.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,450000,5
Volkswagen,Polo,2011,red,hatchback,55512.0,1,5,petrol,45,MPI Petrol Engine,1199,Manual,74.0,110.0,16.2,BS IV,435000,5
Hyundai,Verna,2014,white,sedan,81335.0,2,5,diesel,43,Front Wheel Drive,1582,Manual,126.0,260.0,21.9,BS III,772000,4
Maruti Suzuki,Alto 800,2015,silver,hatchback,25388.0,1,5,petrol,35,F8D,796,Manual,47.3,69.0,22.74,BS III,331000,5
Renault,Kiger,2021,white,suv,17120.0,1,5,petrol,40,1.0L Energy	,1298,Automatic,71.0,96.0,19.7,BS IV,830000,5
Renault,Kwid,2021,silver,hatchback,25170.0,1,5,petrol,28,0.8L,799,Automatic,53.0,72.0,20.71,BS IV,485000,5
Maruti Suzuki,Ritz,2014,brown,hatchback,67154.0,2,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,405000,5
Maruti Suzuki,Wagon R 1.0,2012,grey,hatchback,40078.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,347000,5
Maruti Suzuki,Alto 800,2017,grey,hatchback,10100.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.0,BS V,369000,5
Hyundai,Elite i20,2018,red,hatchback,23326.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,768000,5
Honda,Jazz,2016,red,hatchback,56762.0,1,5,petrol,40,i-VTEC Petrol Engine,1199,Automatic,88.7,110.0,18.7,BS V,578000,5
Maruti Suzuki,Alto 800,2021,white,hatchback,6363.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,417000,5
Maruti Suzuki,Wagon R 1.0,2012,blue,hatchback,49799.0,1,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,18.9,BS V,349000,5
Honda,Jazz,2016,white,hatchback,94873.0,1,5,petrol,40,i-VTEC Petrol Engine,1199,Automatic,88.7,110.0,18.7,BS V,576000,5
Ford,EcoSport,2016,blue,suv,69414.0,1,5,petrol,52,1.0L Ecoboost (Petrol),999,Manual,124.0,170.0,18.9,BS IV,629000,5
Hyundai,i10,2014,red,hatchback,40450.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,423000,5
Ford,EcoSport,2014,white,suv,86120.0,1,5,diesel,52,TDCi Diesel Engine,1498,Manual,98.96,215.0,21.7,BS III,643000,5
Hyundai,Elite i20,2018,red,hatchback,29948.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Automatic,82.0,115.0,18.6,BS V,737000,5
Renault,Kwid,2019,grey,hatchback,22356.0,1,5,petrol,28,Petrol Engine,799,Manual,53.3,72.0,25.17,BS V,425000,5
Hyundai,i10,2011,grey,hatchback,77554.0,1,5,petrol,35,4 cylinder inline petrol engine,1086,Manual,68.05,99.04,19.81,BS III,330000,5
Kia,Seltos,2020,red,suv,18499.0,1,5,petrol,50,Smartstream G1.5,1497,Manual,113.4,114.0,16.8,BS IV,1369000,6
Maruti Suzuki,Eeco,2019,grey,muv,27462.0,1,5,petrol,40,Aluminium 32 bit,1196,Manual,72.42,98.0,16.11,BS IV,436000,5
Honda,WR-V,2019,red,suv,53948.0,1,5,petrol,40,i-VTEC Petrol engine,1199,Manual,88.5,110.0,16.5,BS IV,883000,5
Kia,Seltos,2020,red,suv,20280.0,1,5,petrol,50,Smartstream G1.4 T-GDi,1353,Manual,138.0,242.0,16.1,BS IV,1610000,6
Hyundai,Verna Transform,2011,white,sedan,75713.0,2,5,petrol,45,FWD,1599,Automatic,103.0,147.0,11.8,BS IV,400000,5
Maruti Suzuki,Alto K10,2019,grey,hatchback,35607.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,429000,5
Maruti Suzuki,Eeco,2017,silver,muv,75728.0,1,5,petrol,40,Aluminium 32 bit,1196,Manual,72.42,98.0,16.11,BS IV,408000,5
Hyundai,i10,2015,white,hatchback,26176.0,2,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,408000,5
Maruti Suzuki,Dzire,2018,blue,sedan,19949.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,24.12,BS V,739000,5
Renault,Duster,2015,red,suv,59680.0,1,5,diesel,50,1.5 dCI K9K THP Diesel engine,1596,Manual,108.0,248.0,19.6,BS V,754000,5
Renault,Duster,2015,red,suv,59680.0,1,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,Manual,108.0,248.0,19.6,BS V,754000,5
Hyundai,Xcent,2014,white,sedan,68363.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Manual,81.0,114.0,19.1,BS IV,461000,5
Renault,Triber,2020,red,muv,12256.0,1,7,petrol,40,1.0L Petrol Engine,999,Automatic,72.0,96.0,18.2,BS IV,732000,5
Renault,Triber,2019,orange,muv,16554.0,1,7,petrol,40,1.0L Petrol Engine,999,Manual,71.0,96.0,20.0,BS IV,701000,5
Hyundai,i10,2015,silver,hatchback,38156.0,2,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,406000,5
Maruti Suzuki,Alto 800,2012,white,hatchback,66016.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.74,BS III,271000,5
Hyundai,Eon,2013,blue,hatchback,24862.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,293000,5
Toyota,Etios,2012,silver,sedan,67312.0,2,5,petrol,45,4 cylinder petrol engine,1496,Manual,90.0,132.0,17.57,BS IV,368000,5
Hyundai,Grand i10,2013,red,hatchback,68842.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,447000,5
